0   0.0252602   0
1   0.0256556   0.0003954
2   0.0256075   0.000233302
3   0.0255111   0.000191082
4   0.0256769   0.000222268
5   0.0257283   0.000188624
6   0.025847   0.000198725
7   0.0258555   0.000172313
8   0.025865   0.000152262
9   0.0258251   0.000141916
10   0.0257717   0.000139035
11   0.0257274   0.000134435
12   0.0257139   0.000124399
13   0.0256674   0.000124205
14   0.0256271   0.000122451
15   0.0255836   0.000122525
16   0.0255602   0.000117435
17   0.0255212   0.000117392
18   0.0255037   0.000112407
19   0.0254976   0.000106816
20   0.0254854   0.000102329
21   0.0254987   9.84673e-05
22   0.0254763   9.67158e-05
23   0.0254513   9.59251e-05
24   0.0254343   9.35551e-05
25   0.0254259   9.02824e-05
26   0.0254453   8.90155e-05
27   0.0254628   8.7544e-05
28   0.0254626   8.44716e-05
29   0.0254499   8.25862e-05
