0   0.0184831   0
1   0.0187724   0.000289317
2   0.0187372   0.000170709
3   0.0186667   0.000139816
4   0.018788   0.000162635
5   0.0188256   0.000138017
6   0.0189124   0.000145409
7   0.0189187   0.000126083
8   0.0189256   0.000111411
9   0.0188964   0.000103841
10   0.0188573   0.000101733
11   0.0188249   9.83673e-05
12   0.018815   9.10238e-05
13   0.018781   9.08819e-05
14   0.0187515   8.95984e-05
15   0.0187197   8.96521e-05
16   0.0187026   8.59278e-05
17   0.0186741   8.58964e-05
18   0.0186613   8.22494e-05
19   0.0186568   7.81582e-05
20   0.0186479   7.48747e-05
21   0.0186576   7.20492e-05
22   0.0186412   7.07677e-05
23   0.0186229   7.01891e-05
24   0.0186105   6.84549e-05
25   0.0186043   6.60603e-05
26   0.0186185   6.51333e-05
27   0.0186313   6.40566e-05
28   0.0186311   6.18085e-05
29   0.0186219   6.04289e-05
