0   0.0147498   0
1   0.0147497   6.73212e-08
2   0.0147501   4.38769e-07
3   0.0147501   3.10257e-07
4   0.0147504   3.25575e-07
5   0.0147505   2.82788e-07
6   0.0147505   2.39743e-07
7   0.0147506   2.28395e-07
8   0.0147506   2.04166e-07
9   0.0147508   2.3469e-07
10   0.0147508   2.21062e-07
11   0.0147509   2.08627e-07
12   0.0147509   1.93694e-07
13   0.0147509   1.79606e-07
14   0.014751   1.82301e-07
15   0.014751   1.71771e-07
16   0.014751   1.62658e-07
17   0.014751   1.53373e-07
18   0.0147509   1.59264e-07
19   0.0147509   1.57314e-07
20   0.0147508   1.51723e-07
21   0.0147509   1.45412e-07
22   0.0147508   1.39065e-07
23   0.0147508   1.40334e-07
24   0.0147508   1.34736e-07
25   0.0147508   1.317e-07
26   0.0147508   1.26755e-07
27   0.0147508   1.2526e-07
28   0.0147508   1.20873e-07
29   0.0147508   1.17834e-07
