0   142.992   0
1   145.23   2.23826
2   144.958   1.32066
3   144.412   1.08167
4   145.35   1.2582
5   145.641   1.06775
6   146.313   1.12493
7   146.362   0.975422
8   146.415   0.861918
9   146.189   0.803352
10   145.887   0.787039
11   145.636   0.761004
12   145.56   0.704192
13   145.296   0.703094
14   145.068   0.693164
15   144.822   0.69358
16   144.69   0.664768
17   144.469   0.664525
18   144.37   0.63631
19   144.335   0.604659
20   144.266   0.579256
21   144.342   0.557398
22   144.215   0.547483
23   144.073   0.543007
24   143.977   0.529591
25   143.929   0.511065
26   144.039   0.503894
27   144.138   0.495564
28   144.137   0.478172
29   144.065   0.467499
