0   195.422   0
1   198.481   3.05895
2   198.109   1.80491
3   197.363   1.47828
4   198.646   1.71955
5   199.043   1.45926
6   199.961   1.53741
7   200.027   1.33308
8   200.101   1.17795
9   199.792   1.09791
10   199.379   1.07562
11   199.036   1.04004
12   198.931   0.962395
13   198.572   0.960895
14   198.26   0.947325
15   197.923   0.947893
16   197.743   0.908516
17   197.441   0.908184
18   197.306   0.869623
19   197.258   0.826367
20   197.164   0.79165
21   197.267   0.761777
22   197.094   0.748227
23   196.9   0.74211
24   196.769   0.723774
25   196.703   0.698456
26   196.854   0.688655
27   196.989   0.677271
28   196.987   0.653502
29   196.889   0.638915
