0   1.69969   0
1   1.72197   0.0222744
2   1.7309   0.0156566
3   1.73643   0.0123765
4   1.73503   0.00968788
5   1.73309   0.0081463
6   1.73851   0.00876452
7   1.73401   0.00882686
8   1.73595   0.00802326
9   1.73202   0.00817857
10   1.73196   0.00739809
11   1.73016   0.00698973
12   1.72728   0.00704554
13   1.72898   0.00674173
14   1.72984   0.00633555
15   1.73108   0.00605343
16   1.73102   0.00568649
17   1.73055   0.00538177
18   1.72934   0.00523268
19   1.73039   0.00507262
20   1.73009   0.00483429
21   1.73361   0.00580153
22   1.73531   0.00579902
23   1.73382   0.00575038
24   1.7334   0.00553094
25   1.73381   0.00532943
26   1.73411   0.00513681
27   1.73408   0.00495001
28   1.73493   0.00485137
29   1.7343   0.0047291
