0   -0.0347267   0
1   -0.03472   6.69718e-06
2   -0.0347189   4.02599e-06
3   -0.0347226   4.6841e-06
4   -0.034726   4.94369e-06
5   -0.0347253   4.08442e-06
6   -0.0347235   3.93157e-06
7   -0.0347217   3.81596e-06
8   -0.0347211   3.41558e-06
9   -0.0347235   3.86767e-06
10   -0.0347204   4.67298e-06
11   -0.0347181   4.87018e-06
12   -0.0347193   4.63815e-06
13   -0.0347189   4.31042e-06
14   -0.0347174   4.29227e-06
15   -0.0347154   4.46884e-06
16   -0.0347143   4.35237e-06
17   -0.0347137   4.13568e-06
18   -0.0347127   4.04107e-06
19   -0.0347116   3.99164e-06
20   -0.03471   4.14761e-06
21   -0.0347093   4.01026e-06
22   -0.0347087   3.88433e-06
23   -0.0347095   3.81069e-06
24   -0.0347096   3.65601e-06
25   -0.0347098   3.51797e-06
26   -0.0347094   3.4011e-06
27   -0.0347077   3.70352e-06
28   -0.0347068   3.69757e-06
29   -0.034707   3.57818e-06
