0   -0.0939316   0
1   -0.0938969   3.46572e-05
2   -0.0938579   4.38559e-05
3   -0.0938334   3.94819e-05
4   -0.0938374   3.08347e-05
5   -0.0938655   3.77749e-05
6   -0.0938594   3.25087e-05
7   -0.0938846   3.77982e-05
8   -0.0938778   3.40229e-05
9   -0.0938942   3.4549e-05
10   -0.0938993   3.1674e-05
11   -0.0938945   2.9311e-05
12   -0.0938893   2.74677e-05
13   -0.0938895   2.54308e-05
14   -0.0938938   2.40602e-05
15   -0.093886   2.38152e-05
16   -0.0938859   2.23708e-05
17   -0.0938897   2.14397e-05
18   -0.0938914   2.03475e-05
19   -0.0938966   1.99846e-05
20   -0.0938992   1.91862e-05
21   -0.0938965   1.84783e-05
22   -0.0938973   1.7671e-05
23   -0.0939006   1.72384e-05
24   -0.0939017   1.65728e-05
25   -0.0939032   1.59922e-05
26   -0.0939114   1.74658e-05
27   -0.0939081   1.71565e-05
28   -0.0939073   1.65727e-05
29   -0.0939092   1.61159e-05
